Date,Closing
2021-10-01 00:00:00,275.26
2021-10-04 00:00:00,270.86
2021-10-05 00:00:00,271.77
2021-10-06 00:00:00,275.27
2021-10-07 00:00:00,274.58
2021-10-08 00:00:00,272.48
2021-10-11 00:00:00,273.75
2021-10-12 00:00:00,279
2021-10-13 00:00:00,284.41
2021-10-14 00:00:00,290.02
2021-10-15 00:00:00,291.66
2021-10-18 00:00:00,291.7
2021-10-19 00:00:00,292.34
2021-10-20 00:00:00,290.09
2021-10-21 00:00:00,289.81
2021-10-22 00:00:00,292.56
2021-10-25 00:00:00,293.92
2021-10-26 00:00:00,295.11
2021-10-27 00:00:00,295.15
2021-10-28 00:00:00,298.38
2021-10-29 00:00:00,299.69
2021-11-01 00:00:00,302.76
2021-11-02 00:00:00,302.95
2021-11-03 00:00:00,302.89
2021-11-04 00:00:00,308.04
2021-11-05 00:00:00,307.25
2021-11-08 00:00:00,309.96
2021-11-09 00:00:00,309.71
2021-11-10 00:00:00,299.67
2021-11-11 00:00:00,302.98
2021-11-12 00:00:00,306.65
2021-11-15 00:00:00,305.49
2021-11-16 00:00:00,307.09
2021-11-17 00:00:00,308.02
2021-11-18 00:00:00,302.99
2021-11-19 00:00:00,301.17
2021-11-22 00:00:00,296.84
2021-11-23 00:00:00,291.42
2021-11-24 00:00:00,289.17
2021-11-26 00:00:00,284.21
2021-11-29 00:00:00,296.74
2021-11-30 00:00:00,284.96
2021-12-01 00:00:00,251.5
2021-12-02 00:00:00,261.2
2021-12-03 00:00:00,258.32
2021-12-06 00:00:00,258.75
2021-12-07 00:00:00,266.99
2021-12-08 00:00:00,266.31
2021-12-09 00:00:00,264.32
2021-12-10 00:00:00,266.03
2021-12-13 00:00:00,265.76
2021-12-14 00:00:00,255.59
2021-12-15 00:00:00,260.04
2021-12-16 00:00:00,253.12
2021-12-17 00:00:00,252.93
2021-12-20 00:00:00,247.21
2021-12-21 00:00:00,252.55
2021-12-22 00:00:00,252.8
2021-12-23 00:00:00,253.14
2021-12-27 00:00:00,258.3
2021-12-28 00:00:00,255.45
2021-12-29 00:00:00,254.54
2021-12-30 00:00:00,255.33
2021-12-31 00:00:00,254.13
2022-01-03 00:00:00,255.46
2022-01-04 00:00:00,248.23
2022-01-05 00:00:00,227.67
2022-01-06 00:00:00,229.15
2022-01-07 00:00:00,228.31
2022-01-10 00:00:00,229.63
2022-01-11 00:00:00,234.84
2022-01-12 00:00:00,237.83
2022-01-13 00:00:00,228.63
2022-01-14 00:00:00,231.23
2022-01-18 00:00:00,226.06
2022-01-19 00:00:00,226.27
2022-01-20 00:00:00,222.94
2022-01-21 00:00:00,218.63
2022-01-24 00:00:00,223.03
2022-01-25 00:00:00,215.39
2022-01-26 00:00:00,211
2022-01-27 00:00:00,212.74
2022-01-28 00:00:00,222.13
2022-01-31 00:00:00,232.63
2022-02-01 00:00:00,232.12
2022-02-02 00:00:00,225.01
2022-02-03 00:00:00,212.77
2022-02-04 00:00:00,219.23
2022-02-07 00:00:00,216.97
2022-02-08 00:00:00,217.43
2022-02-09 00:00:00,222.04
2022-02-10 00:00:00,217.67
2022-02-11 00:00:00,207.9
2022-02-14 00:00:00,206.4
2022-02-15 00:00:00,214.25
2022-02-16 00:00:00,211.74
2022-02-17 00:00:00,200.03
2022-02-18 00:00:00,196.84
2022-02-22 00:00:00,195.13
2022-02-23 00:00:00,190.54
2022-02-24 00:00:00,204.29
2022-02-25 00:00:00,208.09
2022-02-28 00:00:00,210.53
2022-03-01 00:00:00,208.89
2022-03-02 00:00:00,210.39
2022-03-03 00:00:00,204.75
2022-03-04 00:00:00,203.01
2022-03-07 00:00:00,196.23
2022-03-08 00:00:00,192.08
2022-03-09 00:00:00,203.16
2022-03-10 00:00:00,200.15
2022-03-11 00:00:00,197.9
2022-03-14 00:00:00,193.12
2022-03-15 00:00:00,196.14
2022-03-16 00:00:00,205.57
2022-03-17 00:00:00,210.41
2022-03-18 00:00:00,218.8
2022-03-21 00:00:00,213.72
2022-03-22 00:00:00,218.21
2022-03-23 00:00:00,211.11
2022-03-24 00:00:00,213.98
2022-03-25 00:00:00,211.03
